Titulos,URL,HUBsci,Categoria
Review of rare earth elements recovery from secondary resources for clean energy technologies: Grand opportunities to create wealth from waste,https://www.sciencedirect.com/science/article/pii/S0959652620320953,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S0959652620320953,Ingenieria
Induced innovation in clean energy technologies from foreign environmental policy stringency?,https://www.sciencedirect.com/science/article/pii/S0040162518305894,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S0040162518305894,Ingenieria
Engineered transport in microporous materials and membranes for clean energy technologies,https://onlinelibrary.wiley.com/doi/abs/10.1002/adma.201704953,https://sci-hub.se/https://onlinelibrary.wiley.com/doi/abs/10.1002/adma.201704953,Ingenieria
Catching up in clean energy technologies: a patent analysis,https://link.springer.com/article/10.1007/s10961-021-09912-y,https://sci-hub.se/https://link.springer.com/article/10.1007/s10961-021-09912-y,Ingenieria
Evolution of clean energy technologies in Mexico: A multi-perspective analysis,https://www.sciencedirect.com/science/article/pii/S0973082622000035,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S0973082622000035,Ingenieria
The role of inter-sectoral learning in knowledge development and diffusion: Case studies on three clean energy technologies,https://www.sciencedirect.com/science/article/pii/S0040162518309788,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S0040162518309788,Ingenieria
Evaluating relative benefits of different types of R&D for clean energy technologies,https://www.sciencedirect.com/science/article/pii/S0301421517303130,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S0301421517303130,Ingenieria
Potential of Kyoto Protocol clean development mechanism in transfer of clean energy technologies to small island developing states: case study of Cape Verde,https://www.sciencedirect.com/science/article/pii/S136403210200062X,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S136403210200062X,Ingenieria
"Evaluation of the role of clean energy technologies, human capital, urbanization, and income on the environmental quality in the United States",https://www.sciencedirect.com/science/article/pii/S0959652623009605,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S0959652623009605,Ingenieria
Global supply risk assessment of the metals used in clean energy technologies,https://www.sciencedirect.com/science/article/pii/S095965262103780X,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S095965262103780X,Ingenieria
Comparative analysis of five widely-used multi-criteria decision-making methods to evaluate clean energy technologies: A case study,https://www.mdpi.com/2071-1050/14/3/1403,https://sci-hub.se/https://www.mdpi.com/2071-1050/14/3/1403,Ingenieria
Implications to secure mineral supply for clean energy technologies for developing countries: A fuzzy based risk analysis for mining projects,https://www.sciencedirect.com/science/article/pii/S0959652622016626,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S0959652622016626,Ingenieria
[PDF] Rare Earth Elements supply vs. clean energy technologies: new problems to be solve,https://bibliotekanauki.pl/articles/216173.pdf,https://sci-hub.se/https://bibliotekanauki.pl/articles/216173.pdf,Ingenieria
Environmental policy and the international diffusion of cleaner energy technologies,https://link.springer.com/article/10.1007/s10640-016-0090-7,https://sci-hub.se/https://link.springer.com/article/10.1007/s10640-016-0090-7,Ingenieria
[LIBRO] Advances in Clean Energy Technologies,https://books.google.es/books?hl=es&lr=&id=9eL7DwAAQBAJ&oi=fnd&pg=PP1&dq=clean+energy+technologies&ots=GB1zI1jD1A&sig=x1vYHwArw6rSD5k3pw7GR5XfV1c,https://sci-hub.se/https://books.google.es/books?hl=es&lr=&id=9eL7DwAAQBAJ&oi=fnd&pg=PP1&dq=clean+energy+technologies&ots=GB1zI1jD1A&sig=x1vYHwArw6rSD5k3pw7GR5XfV1c,Ingenieria
Opening new markets for clean energy: The role of project developers in the global diffusion of renewable energy technologies,https://www.cambridge.org/core/journals/business-and-politics/article/opening-new-markets-for-clean-energy-the-role-of-project-developers-in-the-global-diffusion-of-renewable-energy-technologies/D471A68ECAF2F5A6B8812457D68848AE,https://sci-hub.se/https://www.cambridge.org/core/journals/business-and-politics/article/opening-new-markets-for-clean-energy-the-role-of-project-developers-in-the-global-diffusion-of-renewable-energy-technologies/D471A68ECAF2F5A6B8812457D68848AE,Ingenieria
Analysis of barriers to the adoption of cleaner energy technologies in Pakistan using Modified Delphi and Fuzzy Analytical Hierarchy Process,https://www.sciencedirect.com/science/article/pii/S0959652619323595,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S0959652619323595,Ingenieria
"Governing confusion: how statutes, fiscal policy, and regulations impede clean energy technologies",https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/stanlp19&section=28,https://sci-hub.se/https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/stanlp19&section=28,Ingenieria
[PDF] Clean energy technologies: A preliminary inventory of the potential for electricity generation,https://escholarship.org/content/qt3418w4kv/qt3418w4kv.pdf,https://sci-hub.se/https://escholarship.org/content/qt3418w4kv/qt3418w4kv.pdf,Ingenieria
Fast market penetration of energy technologies in retrospect with application to clean energy futures,https://www.sciencedirect.com/science/article/pii/S0306261910002102,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S0306261910002102,Ingenieria
System dynamics modeling of indium material flows under wide deployment of clean energy technologies,https://www.sciencedirect.com/science/article/pii/S0921344916300969,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S0921344916300969,Ingenieria
Transforming access to clean energy technologies in the Global South: Learning from lighting Africa in Kenya,https://www.mdpi.com/1194660,https://sci-hub.se/https://www.mdpi.com/1194660,Ingenieria
Financing projects that use clean energy technologies: an overview of barriers and opportunities,https://www.osti.gov/biblio/15020455,https://sci-hub.se/https://www.osti.gov/biblio/15020455,Ingenieria
Revolution... now the future arrives for five clean energy technologies–2016 update,https://www.osti.gov/biblio/1331045,https://sci-hub.se/https://www.osti.gov/biblio/1331045,Ingenieria
Economic benefits of combining clean energy technologies: the case of solar photovoltaics and battery electric vehicles,https://onlinelibrary.wiley.com/doi/abs/10.1002/er.3315,https://sci-hub.se/https://onlinelibrary.wiley.com/doi/abs/10.1002/er.3315,Ingenieria
Portfolio optimization of nanomaterial use in clean energy technologies,https://pubs.acs.org/doi/abs/10.1021/acs.est.7b04912,https://sci-hub.se/https://pubs.acs.org/doi/abs/10.1021/acs.est.7b04912,Ingenieria
An open-source platform for simulation and optimization of clean energy technologies,https://www.sciencedirect.com/science/article/pii/S1876610217304642,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S1876610217304642,Ingenieria
"[HTML] Design for recycling principles applicable to selected clean energy technologies: crystalline-silicon photovoltaic modules, electric vehicle batteries, and wind …",https://link.springer.com/article/10.1007/s40831-020-00313-3,https://sci-hub.se/https://link.springer.com/article/10.1007/s40831-020-00313-3,Ingenieria
Regulatory instruments for deployment of clean energy technologies,https://cadmus.eui.eu/handle/1814/13636,https://sci-hub.se/https://cadmus.eui.eu/handle/1814/13636,Ingenieria
The economic geography of financing clean energy technologies,https://journals.sagepub.com/doi/pdf/10.1179/1024529412Z.0000000009,https://sci-hub.se/https://journals.sagepub.com/doi/pdf/10.1179/1024529412Z.0000000009,Ingenieria
Estimating the market risk of clean energy technologies companies using the expected shortfall approach,https://www.sciencedirect.com/science/article/pii/S096014812100817X,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S096014812100817X,Ingenieria
[PDF] Critical Ressources in Clean Energy Technologies and Waste Flows,https://findresearcher.sdu.dk/ws/portalfiles/portal/173370487/PhD_thesis_Komal_Habib.pdf,https://sci-hub.se/https://findresearcher.sdu.dk/ws/portalfiles/portal/173370487/PhD_thesis_Komal_Habib.pdf,Ingenieria
The role of deployment policies in fostering innovation for clean energy technologies: insights from the solar photovoltaic industry,https://journals.sagepub.com/doi/pdf/10.1177/0007650314558042,https://sci-hub.se/https://journals.sagepub.com/doi/pdf/10.1177/0007650314558042,Ingenieria
Multi-criteria decision analysis for simplified evaluation of clean energy technologies,https://sciendo.com/article/10.30657/pea.2019.23.01,https://sci-hub.se/https://sciendo.com/article/10.30657/pea.2019.23.01,Ingenieria
Energy storage deployment and innovation for the clean energy transition,https://www.nature.com/articles/nenergy2017125,https://sci-hub.se/https://www.nature.com/articles/nenergy2017125,Ingenieria
Global strategic level supply planning of materials critical to clean energy technologies–A case study on indium,https://www.sciencedirect.com/science/article/pii/S0360544218300811,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S0360544218300811,Ingenieria
Clean and sustainable energy technologies,https://www.sciencedirect.com/science/article/pii/B978012805423900003X,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/B978012805423900003X,Ingenieria
Critical material applications and intensities in clean energy technologies,https://www.mdpi.com/507824,https://sci-hub.se/https://www.mdpi.com/507824,Ingenieria
Progress in clean energy,https://link.springer.com/content/pdf/10.1007/978-3-319-17031-2.pdf,https://sci-hub.se/https://link.springer.com/content/pdf/10.1007/978-3-319-17031-2.pdf,Ingenieria
Framework for Evaluating the Total Value Proposition of Clean Energy Technologies,https://www.osti.gov/biblio/876431,https://sci-hub.se/https://www.osti.gov/biblio/876431,Ingenieria
Clean energy technologies for sustainable food security,https://api.taylorfrancis.com/v4/content/chapters/edit/download?identifierName=doi&identifierValue=10.4324%2F9781315153209-12&type=chapterpdf,https://sci-hub.se/https://api.taylorfrancis.com/v4/content/chapters/edit/download?identifierName=doi&identifierValue=10.4324%2F9781315153209-12&type=chapterpdf,Ingenieria
High temperature electrochemical engineering and clean energy systems,https://scholarcommons.sc.edu/jscas/vol14/iss1/4/,https://sci-hub.se/https://scholarcommons.sc.edu/jscas/vol14/iss1/4/,Ingenieria
Scenarios for a clean energy future,https://www.sciencedirect.com/science/article/pii/S0301421501000660,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S0301421501000660,Ingenieria
Critical minerals threaten a decades-long trend of cost declines for clean energy technologies,https://policycommons.net/artifacts/2437183/critical-minerals-threaten-a-decades-long-trend-of-cost-declines-for-clean-energy-technologies/3458754/,https://sci-hub.se/https://policycommons.net/artifacts/2437183/critical-minerals-threaten-a-decades-long-trend-of-cost-declines-for-clean-energy-technologies/3458754/,Ingenieria
Cleaner energy for sustainable future,https://www.sciencedirect.com/science/article/pii/S0959652609000250,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S0959652609000250,Ingenieria
"Materials, critical materials and clean-energy technologies",https://www.epj-conferences.org/articles/epjconf/abs/2017/17/epjconf_eps-sif2017_00003/epjconf_eps-sif2017_00003.html,https://sci-hub.se/https://www.epj-conferences.org/articles/epjconf/abs/2017/17/epjconf_eps-sif2017_00003/epjconf_eps-sif2017_00003.html,Ingenieria
"The greening of South-South trade: levels, growth, and specialization of trade in clean energy technologies between countries in the global South",https://www.sciencedirect.com/science/article/pii/S0960148120309083,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S0960148120309083,Ingenieria
[PDF] Options for disciplining the use of trade remedies in clean energy technologies,https://chongbanphagia.vn/download/f2606/2019071717020197optionsfordisciplingtraderemediesincets.pdf,https://sci-hub.se/https://chongbanphagia.vn/download/f2606/2019071717020197optionsfordisciplingtraderemediesincets.pdf,Ingenieria
[PDF] Review and comparison of different solar energy technologies,https://www.researchgate.net/profile/Hassan-Nasser-9/post/Can_a_solar_dish-Stirling_cover_the_electrical_needs_of_a_residential_building/attachment/62da48610c295f1f9acd00c4/AS%3A1180533572808704%401658472545393/download/Review_and_Comparison_of_Different_Solar.pdf,https://sci-hub.se/https://www.researchgate.net/profile/Hassan-Nasser-9/post/Can_a_solar_dish-Stirling_cover_the_electrical_needs_of_a_residential_building/attachment/62da48610c295f1f9acd00c4/AS%3A1180533572808704%401658472545393/download/Review_and_Comparison_of_Different_Solar.pdf,Ingenieria
[LIBRO] New venture commercialization of clean energy technologies,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=42997a39d76fd7be95976ac1b5d4685e3e73e640,https://sci-hub.se/https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=42997a39d76fd7be95976ac1b5d4685e3e73e640,Ingenieria
Lead-free accumulators for renewable and clean energy technologies,https://www.journal.csj.jp/doi/abs/10.1246/cl.2006.848,https://sci-hub.se/https://www.journal.csj.jp/doi/abs/10.1246/cl.2006.848,Ingenieria
The analysis of effects of clean energy power generation,https://www.sciencedirect.com/science/article/pii/S1876610218306428,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S1876610218306428,Ingenieria
Advanced optimizer for maximum power point tracking of photovoltaic systems in smart grid: A roadmap towards clean energy technologies,https://www.sciencedirect.com/science/article/pii/S0960148123000290,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S0960148123000290,Ingenieria
Challenges in the Quest for Clean Energies: 2. Solar Energy Technologies,https://link.springer.com/article/10.1007/s12045-013-0062-y,https://sci-hub.se/https://link.springer.com/article/10.1007/s12045-013-0062-y,Ingenieria
Game theoretic production decisions of by-product materials critical for clean energy technologies-Indium as a case study,https://www.sciencedirect.com/science/article/pii/S0360544220308756,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S0360544220308756,Ingenieria
Clean energy progress after the Covid-19 crisis will need reliable supplies of critical minerals,https://policycommons.net/artifacts/1343400/clean-energy-progress-after-the-covid-19-crisis-will-need-reliable-supplies-of-critical-minerals/1955545/,https://sci-hub.se/https://policycommons.net/artifacts/1343400/clean-energy-progress-after-the-covid-19-crisis-will-need-reliable-supplies-of-critical-minerals/1955545/,Ingenieria
[PDF] Beyond the Stocktake (Part II): Clean Energy Technologies,https://icrier.org/pdf/PB-14_II_Clean%20_Energy_Technologies.pdf,https://sci-hub.se/https://icrier.org/pdf/PB-14_II_Clean%20_Energy_Technologies.pdf,Ingenieria
[LIBRO] The globalization of clean energy technology: Lessons from China,https://books.google.es/books?hl=es&lr=&id=01wEAwAAQBAJ&oi=fnd&pg=PR7&dq=clean+energy+technologies&ots=bMRnnZDDU_&sig=WwmHtSzWJz8en-0JraiUs4cvAlc,https://sci-hub.se/https://books.google.es/books?hl=es&lr=&id=01wEAwAAQBAJ&oi=fnd&pg=PR7&dq=clean+energy+technologies&ots=bMRnnZDDU_&sig=WwmHtSzWJz8en-0JraiUs4cvAlc,Ingenieria
Clean energy technologies: Dynamics of cost and price,https://madoc.bib.uni-mannheim.de/59395/,https://sci-hub.se/https://madoc.bib.uni-mannheim.de/59395/,Ingenieria
[PDF] Technology forecasting of new clean energy: The example of hydrogen energy and fuel cell,https://academicjournals.org/journal/AJBM/article-full-text-pdf/7F7132326075,https://sci-hub.se/https://academicjournals.org/journal/AJBM/article-full-text-pdf/7F7132326075,Ingenieria
Venture capital investment in the clean energy sector,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=1669445,https://sci-hub.se/https://papers.ssrn.com/sol3/papers.cfm?abstract_id=1669445,Ingenieria
Emerging forward osmosis (FO) technologies and challenges ahead for clean water and clean energy applications,https://www.sciencedirect.com/science/article/pii/S2211339812000445,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S2211339812000445,Ingenieria
[LIBRO] Putting renewables to work: how many jobs can the clean energy industry generate?,https://books.google.es/books?hl=es&lr=&id=I1VrMeS5YfsC&oi=fnd&pg=PA5&dq=clean+energy+technologies&ots=t35HPn_ahh&sig=mFyRCg4ZI2yU_mCnszGPP1E1p5o,https://sci-hub.se/https://books.google.es/books?hl=es&lr=&id=I1VrMeS5YfsC&oi=fnd&pg=PA5&dq=clean+energy+technologies&ots=t35HPn_ahh&sig=mFyRCg4ZI2yU_mCnszGPP1E1p5o,Ingenieria
"An international, multi-site, longitudinal case study of the design of a sensor-based system for monitoring impacts of clean energy technologies",https://www.sciencedirect.com/science/article/pii/S0142694X19300821,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S0142694X19300821,Ingenieria
[PDF] Renewable energy types,http://jocet.org/papers/092-J30008.pdf,https://sci-hub.se/http://jocet.org/papers/092-J30008.pdf,Ingenieria
Addressing key issues in technology innovation and transfer of clean energy technologies: a focus on enhancing the enabling environment in the developing …,https://link.springer.com/article/10.1007/s10018-013-0059-5,https://sci-hub.se/https://link.springer.com/article/10.1007/s10018-013-0059-5,Ingenieria
Global interdependence in clean energy transitions,https://www.cambridge.org/core/journals/business-and-politics/article/global-interdependence-in-clean-energy-transitions/26E821211BC914911929DFAE22257AA6,https://sci-hub.se/https://www.cambridge.org/core/journals/business-and-politics/article/global-interdependence-in-clean-energy-transitions/26E821211BC914911929DFAE22257AA6,Ingenieria
The impact of the Covid-19 crisis on clean energy progress,https://policycommons.net/artifacts/1343335/the-impact-of-the-covid-19-crisis-on-clean-energy-progress/1955475/,https://sci-hub.se/https://policycommons.net/artifacts/1343335/the-impact-of-the-covid-19-crisis-on-clean-energy-progress/1955475/,Ingenieria
Enabling the energy transition and scale-up of clean energy technologies: options for the global trade system–synthesis of the policy options,https://kluwerlawonline.com/journalarticle/Journal+of+World+Trade/51.6/TRAD2017037,https://sci-hub.se/https://kluwerlawonline.com/journalarticle/Journal+of+World+Trade/51.6/TRAD2017037,Ingenieria
[HTML] Addressing climate change with clean energy technology,https://pubs.acs.org/doi/full/10.1021/acsenergylett.6b00136,https://sci-hub.se/https://pubs.acs.org/doi/full/10.1021/acsenergylett.6b00136,Ingenieria
Metal–organic frameworks as a platform for clean energy applications,https://www.sciencedirect.com/science/article/pii/S2589778020300026,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S2589778020300026,Ingenieria
“Breakthroughs” for a green economy? Financialization and clean energy transition,https://www.sciencedirect.com/science/article/pii/S2214629618303864,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S2214629618303864,Ingenieria
Clean energy transition in Mexico: Policy recommendations for the deployment of energy storage technologies,https://www.sciencedirect.com/science/article/pii/S136403212030695X,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S136403212030695X,Ingenieria
[LIBRO] Clean energy and jobs: A comprehensive approach to climate change and energy policy,http://seg.fsu.edu/Library/Clean-Energy-and-Jobs.pdf,https://sci-hub.se/http://seg.fsu.edu/Library/Clean-Energy-and-Jobs.pdf,Ingenieria
Just energy transitions? Energy policy and the adoption of clean energy technology by households in Sweden,https://www.sciencedirect.com/science/article/pii/S2214629622002316,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S2214629622002316,Ingenieria
[PDF] Clean energy technologies in coal regions: Opportunities for jobs and growth,https://www.researchgate.net/profile/Arnulf-Jaeger-Waldau/publication/339090291_Clean_energy_technologies_in_coal_regions_Opportunities_for_jobs_and_growth/links/5e3d2983a6fdccd9658e2e95/Clean-energy-technologies-in-coal-regions-Opportunities-for-jobs-and-growth.pdf,https://sci-hub.se/https://www.researchgate.net/profile/Arnulf-Jaeger-Waldau/publication/339090291_Clean_energy_technologies_in_coal_regions_Opportunities_for_jobs_and_growth/links/5e3d2983a6fdccd9658e2e95/Clean-energy-technologies-in-coal-regions-Opportunities-for-jobs-and-growth.pdf,Ingenieria
"Recent progress in conjugated microporous polymers for clean energy: synthesis, modification, computer simulations, and applications",https://www.sciencedirect.com/science/article/pii/S0079670021000216,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S0079670021000216,Ingenieria
Intellectual property rights and transfer of clean energy technologies,https://www.inderscienceonline.com/doi/abs/10.1504/IJPLAP.2011.044993,https://sci-hub.se/https://www.inderscienceonline.com/doi/abs/10.1504/IJPLAP.2011.044993,Ingenieria
[HTML] Navigating the clean energy transition in the COVID-19 crisis,https://www.sciencedirect.com/science/article/pii/S254243512030180X,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S254243512030180X,Ingenieria
Mobilizing citizens for a low and clean energy future,https://www.sciencedirect.com/science/article/pii/S1877343513000377,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S1877343513000377,Ingenieria
The political logics of clean energy transitions,https://www.cambridge.org/core/journals/business-and-politics/article/political-logics-of-clean-energy-transitions/3EBB1887089929B48CD623309C6751A9,https://sci-hub.se/https://www.cambridge.org/core/journals/business-and-politics/article/political-logics-of-clean-energy-transitions/3EBB1887089929B48CD623309C6751A9,Ingenieria
Is the success of clean energy guaranteed?,https://link.springer.com/article/10.1007/s10098-015-0969-y,https://sci-hub.se/https://link.springer.com/article/10.1007/s10098-015-0969-y,Ingenieria
Unlocking clean energy,https://search.proquest.com/openview/162a16fcb447e9af41df126cc21398a5/1?pq-origsite=gscholar&cbl=32581,https://sci-hub.se/https://search.proquest.com/openview/162a16fcb447e9af41df126cc21398a5/1?pq-origsite=gscholar&cbl=32581,Ingenieria
"[LIBRO] Loan guarantees for clean energy technologies: Goals, concerns, and policy options",http://nationalaglawcenter.org/wp-content/uploads/assets/crs/R42152.pdf,https://sci-hub.se/http://nationalaglawcenter.org/wp-content/uploads/assets/crs/R42152.pdf,Ingenieria
"Hydrogen from solar energy, a clean energy carrier from a sustainable source of energy",https://onlinelibrary.wiley.com/doi/abs/10.1002/er.4930,https://sci-hub.se/https://onlinelibrary.wiley.com/doi/abs/10.1002/er.4930,Ingenieria
Waste-to-energy technologies in continuous process industries,https://link.springer.com/article/10.1007/s10098-011-0385-x,https://sci-hub.se/https://link.springer.com/article/10.1007/s10098-011-0385-x,Ingenieria
Why affordable clean energy is not enough. A capability perspective on the sustainable development goals,https://www.mdpi.com/316496,https://sci-hub.se/https://www.mdpi.com/316496,Ingenieria
"[LIBRO] Handbook of Clean Energy Systems, 6 Volume Set",https://books.google.es/books?hl=es&lr=&id=In_hCgAAQBAJ&oi=fnd&pg=PR23&dq=clean+energy+technologies&ots=PsiZ17wRH0&sig=J8aOTfs4niW4VyovCCxgwjSXSLU,https://sci-hub.se/https://books.google.es/books?hl=es&lr=&id=In_hCgAAQBAJ&oi=fnd&pg=PR23&dq=clean+energy+technologies&ots=PsiZ17wRH0&sig=J8aOTfs4niW4VyovCCxgwjSXSLU,Ingenieria
[PDF] Three Essays on the Diffusion of Clean Energy Technologies,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=04131e559f7a7451f22329dc57e82f6f6206d57a,https://sci-hub.se/https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=04131e559f7a7451f22329dc57e82f6f6206d57a,Ingenieria
The impact of clean energy investments on the Greek economy: An input–output analysis (2010–2020),https://www.sciencedirect.com/science/article/pii/S0301421513000748,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S0301421513000748,Ingenieria
The crisis in clean energy: stark realities of the renewables craze,https://www.jstor.org/stable/23039611,https://sci-hub.se/https://www.jstor.org/stable/23039611,Ingenieria
The constraints in managing a transition towards clean energy technologies in developing nations: reflections on energy governance and alternative policy options,https://www.inderscienceonline.com/doi/abs/10.1504/IJTPM.2012.046922,https://sci-hub.se/https://www.inderscienceonline.com/doi/abs/10.1504/IJTPM.2012.046922,Ingenieria
[PDF] The interaction between policy and innovation in clean energy technologies,https://www.researchgate.net/profile/Gregory-Nemet/publication/267302811_The_Interaction_between_Policy_and_Innovation_in_Clean_Energy_Technologies/links/545adf030cf2c46f66438c5c/The-Interaction-between-Policy-and-Innovation-in-Clean-Energy-Technologies.pdf,https://sci-hub.se/https://www.researchgate.net/profile/Gregory-Nemet/publication/267302811_The_Interaction_between_Policy_and_Innovation_in_Clean_Energy_Technologies/links/545adf030cf2c46f66438c5c/The-Interaction-between-Policy-and-Innovation-in-Clean-Energy-Technologies.pdf,Ingenieria
Promoting clean energy technology entrepreneurship: The role of external context,https://www.sciencedirect.com/science/article/pii/S0301421516306504,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S0301421516306504,Ingenieria
[PDF] Clean energy trends,http://environmentportal.in/files/Trends2008.pdf,https://sci-hub.se/http://environmentportal.in/files/Trends2008.pdf,Ingenieria
"[LIBRO] Progress in clean energy, volume 2: Novel systems and applications",https://books.google.es/books?hl=es&lr=&id=VB_UCgAAQBAJ&oi=fnd&pg=PR5&dq=clean+energy+technologies&ots=A0hrd1xeei&sig=Qe2b707wm3QksQrhslagY0QRkZg,https://sci-hub.se/https://books.google.es/books?hl=es&lr=&id=VB_UCgAAQBAJ&oi=fnd&pg=PR5&dq=clean+energy+technologies&ots=A0hrd1xeei&sig=Qe2b707wm3QksQrhslagY0QRkZg,Ingenieria
Individualism and the adoption of clean energy technology,https://www.sciencedirect.com/science/article/pii/S0928765519304063,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S0928765519304063,Ingenieria
Global trends in technologies and nanomaterials for removal of sulfur organic compounds: Clean energy and green environment,https://www.sciencedirect.com/science/article/pii/S0167732222008789,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S0167732222008789,Ingenieria
[PDF] Central Asia is a missing link in analyses of critical materials for the global clean energy transition,https://www.cell.com/one-earth/pdf/S2590-3322(21)00660-6.pdf,https://sci-hub.se/https://www.cell.com/one-earth/pdf/S2590-3322(21)00660-6.pdf,Ingenieria
Putting renewables and energy efficiency to work: How many jobs can the clean energy industry generate in the US?,https://www.sciencedirect.com/science/article/pii/S0301421509007915,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S0301421509007915,Ingenieria
Policy Implications for the Clean Energy Transition: The Case of the Boston Area,https://www.mdpi.com/721964,https://sci-hub.se/https://www.mdpi.com/721964,Ingenieria
[LIBRO] Public support for the financing of RD&D activities in new clean energy technologies,https://cadmus.eui.eu/bitstream/handle/1814/20754/THINK_topic_1_online.pdf?sequence=1,https://sci-hub.se/https://cadmus.eui.eu/bitstream/handle/1814/20754/THINK_topic_1_online.pdf?sequence=1,Ingenieria
